review_text,Sub - Category
Wondering place Really loved The stay. Definitely going back there,Delight
"Excellent Stay Nice place, this is the second time we booked a room here.",Delight
"Good Stay Vintage, colonial era place. Highly impressed with the art collection inside the property. Best place to stay if you happen to be in Kochi.",Delight
Neenrana Good property and staff. Very co-operative. A beautiful stay.,Satisfaction
Average Stay Leakage in the room and water leaking in bathroom and bedroom.,Disappointment
good stay the staff was polite and very helpful throughout the stay.,Satisfaction
"good staff! obviously, the couldn’t do anything about the room but they did do something about the food and service. one positive from the hotel was the extremely helpful housekeeping staff!",Disappointment
staff were co-operative.,Satisfaction
all the staff was very nice.,Satisfaction
maintain/roomservice were topnotch and staff was well trained.,Delight
"courteous staff, good food, good location and overall good property",Satisfaction
staff is excellent and food is also good.,Delight
the staff were very kind — they let me check out a bit later and even arranged a complimentary ride to the train station.,Satisfaction
hotel staff is friendly and restuarant food was good.,Satisfaction
hotel staff was very humble and helpful.,Satisfaction
"otherwise, staff are polite and responding quickly to our needs.",Satisfaction
timely and useful room service.,Satisfaction
helpful staff but old building hotel staff & team including kitchen staff are excellent.,Delight
staff and service was excellent as usual.,Delight
"the staff were warm, welcoming, and went above and beyond to ensure my stay was nothing short of exceptional. *room for improvement:*

- some areas of the hotel could benefit from better maintenance and upkeep of its structure and amenities, but the staff and service more than make up for it.",Satisfaction
"staff are really nice, helpful and make you feel at home",Satisfaction
happy to advise staff were excellent.,Delight
"the restaurant staff were friendly, flexible, and attentive. staff friendliness stood out, especially in the restaurant.",Satisfaction
hospitality by the staffs is unmatched.,Satisfaction
average stay excellent staff.,Satisfaction
helpful staff! staff was so concerned and extremely helpful with everything.,Delight
"all staff are very courteous, helpful and friendly. services are prompt .",Satisfaction
"""great hospitality, but property needs urgent renovation the hospitality here is commendable — the staff are genuinely courteous, polite, and eager to assist, which made our stay pleasant in terms of service. with some investment in refurbishing, this place could truly match the quality of service provided by its wonderful staff.",neutral
front office staff are staff helpful and arranged a guide . services at restaurant are good.,Satisfaction
"staff was very very welcoming, even helped with an issue at middle of the night.",Delight
all staffs are very courteous.,Delight
the housekeeping staff were very responsive too.,Delight
good stay nice hotel and food quality quite good and staff was very polite and helful.,Satisfaction
restaurant staffs are not well trained as they forget to put water and spoons on the table and you have to ask for it.,Disappointment
the staff were incredibly accommodating and always ready to assist with any requests.,Delight
poor service by staff i had left the ‘clean my room’ indicator on so that when i was out the room would be cleaned.,Disappointment
excellent stay good service from kitchen staff and reception,Delight
"average stay the hotel shows its age, and the food is fairly average, but the staff is courteous and attentive.",Satisfaction
"the staff were friendly, helpful, and went above and beyond to ensure my needs were met.",Satisfaction
